text,label
"Flash Sale โบนัสเงินสด จำนวนจำกัด รีบสั่งก่อนหมด",spam
"พบการเข้าสู่ระบบผิดปกติใน LINE โปรดกรอก OTP ที่ bit.ly/verify100860 ทันที",phishing
"พบการเข้าสู่ระบบผิดปกติใน LINE โปรดกรอก OTP ที่ rebrand.ly/verify100386 ทันที",phishing
"เรียนลูกค้า Krungthai กรุณาอัปเดตข้อมูล KYC ผ่านลิงก์ bit.ly/kyc100622 เพื่อหลีกเลี่ยงการระงับบริการ",phishing
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 99 บาท",scam
"โปรโมชันแรง เครื่องใช้ไฟฟ้า ลดสูงสุด 30% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 499 บาท",scam
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 199 บาท",scam
"เรียนลูกค้า กรุงเทพ กรุณาอัปเดตข้อมูล KYC ผ่านลิงก์ rebrand.ly/kyc104797 เพื่อหลีกเลี่ยงการระงับบริการ",phishing
"โปรโมชันแรง เครื่องใช้ไฟฟ้า ลดสูงสุด 50% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"พัสดุจาก Flash ตกค้าง ชำระค่าธรรมเนียม 199 บาทที่ s.id/pay104757",scam
"ใบเสร็จค่าบริการ แพ็กเกจมือถือ ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ tinyurl.com/secure103072 ก่อนถูกระงับ",phishing
"นัดหมายตรวจสุขภาพประจำปี วันที่ 10/06/2026 เวลา 09:00 น.",legitimate
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน rebrand.ly/pin101468 ภายในวันนี้",phishing
"ระบบจะปิดปรับปรุงวันที่ 18/05/2026 เวลา 13:00 - 14:30 น.",legitimate
"ใบเสร็จค่าบริการ อินเทอร์เน็ต ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"คอร์สออนไลน์ใหม่ ลดราคา 70% สำหรับ 100 คนแรก",spam
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 99 บาท",scam
"พบการเข้าสู่ระบบผิดปกติใน Mobile Banking โปรดกรอก OTP ที่ cutt.ly/verify100687 ทันที",phishing
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 10:30 น. ห้องประชุม D",legitimate
"คอร์สออนไลน์ใหม่ ลดราคา 70% สำหรับ 100 คนแรก",spam
"ระบบจะปิดปรับปรุงวันที่ 25/05/2026 เวลา 19:00 - 11:00 น.",legitimate
"คำสั่งซื้อเลขที่ TH66209 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"บัญชี กรุงศรี ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน tinyurl.com/auth103174 ภายใน 24 ชม.",phishing
"คอร์สออนไลน์ใหม่ ลดราคา 70% สำหรับ 100 คนแรก",spam
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"Flash Sale โบนัสเงินสด จำนวนจำกัด รีบสั่งก่อนหมด",spam
"อนุมัติสินเชื่อด่วนวงเงิน 200,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"พัสดุจาก Best Express ตกค้าง ชำระค่าธรรมเนียม 299 บาทที่ tinyurl.com/pay103862",scam
"Flash Sale เครื่องใช้ไฟฟ้า จำนวนจำกัด รีบสั่งก่อนหมด",spam
"คุณได้รับสิทธิ์เงินช่วยเหลือ 50,000 บาท กรุณาโอนค่าดำเนินการ 19 บาทก่อน",scam
"บัญชี SCB ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน tinyurl.com/auth102911 ภายใน 4 ชม.",phishing
"พบการเข้าสู่ระบบผิดปกติใน Mobile Banking โปรดกรอก OTP ที่ cutt.ly/verify103911 ทันที",phishing
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 13:00 น. ห้องประชุม E",legitimate
"สมาชิกใหม่รับเครดิตฟรี 500 บาท เพียงลงทะเบียนและยืนยันเบอร์",spam
"เรียนลูกค้า ttb กรุณาอัปเดตข้อมูล KYC ผ่านลิงก์ s.id/kyc103622 เพื่อหลีกเลี่ยงการระงับบริการ",phishing
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 299 บาท",scam
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 500 บาท",spam
"นัดหมายตรวจสุขภาพประจำปี วันที่ 02/06/2026 เวลา 15:30 น.",legitimate
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน shorturl.at/pin103059 ภายในวันนี้",phishing
"ระบบจะปิดปรับปรุงวันที่ 10/06/2026 เวลา 10:30 - 17:00 น.",legitimate
"ยืนยันการชำระเงินสำเร็จ ยอด 1200 บาท เมื่อ 18/05/2026",legitimate
"ลงทุนวันนี้ รับผลตอบแทน 90% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"ยืนยันการชำระเงินสำเร็จ ยอด 800 บาท เมื่อ 12/05/2026",legitimate
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน bit.ly/pin102122 ภายในวันนี้",phishing
"ลงทุนวันนี้ รับผลตอบแทน 90% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"พัสดุจาก ไปรษณีย์ไทย ตกค้าง ชำระค่าธรรมเนียม 299 บาทที่ tinyurl.com/pay102551",scam
"แจ้งเตือนจาก SCB: หากไม่ยืนยันข้อมูลส่วนตัวใน 10 นาที บัญชีจะถูกล็อก tinyurl.com/k104529",phishing
"ลงทุนวันนี้ รับผลตอบแทน 90% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"คำสั่งซื้อเลขที่ TH30977 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"แจ้งเตือนต่ออายุแพ็กเกจ ค่าน้ำไฟ ภายใน 7 วัน",legitimate
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 800 บาท",spam
"เรียนลูกค้า ออมสิน กรุณาอัปเดตข้อมูล KYC ผ่านลิงก์ shorturl.at/kyc104134 เพื่อหลีกเลี่ยงการระงับบริการ",phishing
"อนุมัติสินเชื่อด่วนวงเงิน 200,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน rebrand.ly/pin102242 ภายในวันนี้",phishing
"คุณได้รับสิทธิ์เงินช่วยเหลือ 200,000 บาท กรุณาโอนค่าดำเนินการ 299 บาทก่อน",scam
"ร้านของเราจัดดีลพิเศษสำหรับ อินเทอร์เน็ต สมัครวันนี้รับส่วนลดทันที",spam
"ลงทุนวันนี้ รับผลตอบแทน 90% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"นัดหมายตรวจสุขภาพประจำปี วันที่ 25/05/2026 เวลา 19:00 น.",legitimate
"งานเสริมออนไลน์ รายได้วันละ 500 บาท โอนค่าสมัคร 199 บาท เริ่มงานทันที",scam
"รับงานพิมพ์ที่บ้าน จ่ายค่าระบบ 99 บาท แล้วเริ่มงานได้ทันที",scam
"ระบบจะปิดปรับปรุงวันที่ 10/06/2026 เวลา 09:00 - 17:00 น.",legitimate
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 499 บาท",scam
"โปรโมชันแรง คูปองส่วนลด ลดสูงสุด 30% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"บัญชี KBank ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน tinyurl.com/auth101418 ภายใน 4 ชม.",phishing
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 499 บาท",scam
"เรียนลูกค้า KBank กรุณาอัปเดตข้อมูล KYC ผ่านลิงก์ rebrand.ly/kyc103231 เพื่อหลีกเลี่ยงการระงับบริการ",phishing
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"คำสั่งซื้อเลขที่ TH66209 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"แจ้งเตือนต่ออายุแพ็กเกจ บัตรเครดิต ภายใน 7 วัน",legitimate
"ลงทุนวันนี้ รับผลตอบแทน 40% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"ใบเสร็จค่าบริการ ประกัน ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"รับงานพิมพ์ที่บ้าน จ่ายค่าระบบ 19 บาท แล้วเริ่มงานได้ทันที",scam
"เรียนลูกค้า กรุงเทพ กรุณาอัปเดตข้อมูล KYC ผ่านลิงก์ s.id/kyc103216 เพื่อหลีกเลี่ยงการระงับบริการ",phishing
"สมาชิกใหม่รับเครดิตฟรี 500 บาท เพียงลงทะเบียนและยืนยันเบอร์",spam
"ลงทุนวันนี้ รับผลตอบแทน 50% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"นัดหมายตรวจสุขภาพประจำปี วันที่ 12/05/2026 เวลา 13:00 น.",legitimate
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ shorturl.at/secure102399 ก่อนถูกระงับ",phishing
"ร้านของเราจัดดีลพิเศษสำหรับ ประกัน สมัครวันนี้รับส่วนลดทันที",spam
"แจ้งเตือนต่ออายุแพ็กเกจ สมาชิกฟิตเนส ภายใน 7 วัน",legitimate
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 15:30 น. ห้องประชุม D",legitimate
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"สมาชิกใหม่รับเครดิตฟรี 1200 บาท เพียงลงทะเบียนและยืนยันเบอร์",spam
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 1200 บาท",spam
"โปรโมชันแรง iPhone 16 ลดสูงสุด 10% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ bit.ly/secure102675 ก่อนถูกระงับ",phishing
"โปรโมชันแรง iPhone 16 ลดสูงสุด 50% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"คุณได้รับสิทธิ์เงินช่วยเหลือ 30,000 บาท กรุณาโอนค่าดำเนินการ 199 บาทก่อน",scam
"ร้านของเราจัดดีลพิเศษสำหรับ ประกัน สมัครวันนี้รับส่วนลดทันที",spam
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"ใบเสร็จค่าบริการ ค่าน้ำไฟ ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 800 บาท",spam
"พัสดุจาก Flash ตกค้าง ชำระค่าธรรมเนียม 19 บาทที่ bit.ly/pay104564",scam
"อนุมัติสินเชื่อด่วนวงเงิน 200,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"ใบเสร็จค่าบริการ บัตรเครดิต ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"บัญชี ttb ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน rebrand.ly/auth100333 ภายใน 2 ชม.",phishing
"ยืนยันตัวตน e-KYC ด่วนผ่าน cutt.ly/ekyc102995 ไม่เช่นนั้นจะใช้งานแอปไม่ได้",phishing
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ tinyurl.com/secure101431 ก่อนถูกระงับ",phishing
"แจ้งเตือนต่ออายุแพ็กเกจ สมาชิกฟิตเนส ภายใน 7 วัน",legitimate
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 800 บาท",spam
"โปรโมชันแรง iPhone 16 ลดสูงสุด 90% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 09:00 น. ห้องประชุม D",legitimate
"ใบเสร็จค่าบริการ สมาชิกฟิตเนส ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"แจ้งเตือนต่ออายุแพ็กเกจ บัตรเครดิต ภายใน 7 วัน",legitimate
"คำสั่งซื้อเลขที่ TH45012 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"แจ้งเตือนจาก กรุงศรี: หากไม่ยืนยันข้อมูลส่วนตัวใน 10 นาที บัญชีจะถูกล็อก s.id/k102333",phishing
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 1500 บาท",spam
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 499 บาท",scam
"คำสั่งซื้อเลขที่ TH30977 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"ใบเสร็จค่าบริการ แพ็กเกจมือถือ ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ s.id/secure101212 ก่อนถูกระงับ",phishing
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 10:30 น. ห้องประชุม E",legitimate
"ลงทุนวันนี้ รับผลตอบแทน 20% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"เรียนลูกค้า KBank กรุณาอัปเดตข้อมูล KYC ผ่านลิงก์ tinyurl.com/kyc102526 เพื่อหลีกเลี่ยงการระงับบริการ",phishing
"ใบเสร็จค่าบริการ บัตรเครดิต ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"ยืนยันตัวตน e-KYC ด่วนผ่าน s.id/ekyc102721 ไม่เช่นนั้นจะใช้งานแอปไม่ได้",phishing
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"พัสดุจาก Flash ตกค้าง ชำระค่าธรรมเนียม 499 บาทที่ cutt.ly/pay102638",scam
"โปรโมชันแรง โบนัสเงินสด ลดสูงสุด 30% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"คอร์สออนไลน์ใหม่ ลดราคา 20% สำหรับ 100 คนแรก",spam
"ยืนยันการชำระเงินสำเร็จ ยอด 300 บาท เมื่อ 02/06/2026",legitimate
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ shorturl.at/secure103180 ก่อนถูกระงับ",phishing
"แจ้งเตือนต่ออายุแพ็กเกจ ประกัน ภายใน 7 วัน",legitimate
"ลงทุนวันนี้ รับผลตอบแทน 90% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ s.id/secure100056 ก่อนถูกระงับ",phishing
"ลงทุนวันนี้ รับผลตอบแทน 10% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"พบการเข้าสู่ระบบผิดปกติใน LINE โปรดกรอก OTP ที่ bit.ly/verify103812 ทันที",phishing
"พบการเข้าสู่ระบบผิดปกติใน แอปธนาคาร โปรดกรอก OTP ที่ cutt.ly/verify101048 ทันที",phishing
"งานเสริมออนไลน์ รายได้วันละ 800 บาท โอนค่าสมัคร 499 บาท เริ่มงานทันที",scam
"บัญชี KBank ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน shorturl.at/auth102785 ภายใน 12 ชม.",phishing
"คอร์สออนไลน์ใหม่ ลดราคา 70% สำหรับ 100 คนแรก",spam
"Flash Sale โบนัสเงินสด จำนวนจำกัด รีบสั่งก่อนหมด",spam
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ s.id/secure100519 ก่อนถูกระงับ",phishing
"คำสั่งซื้อเลขที่ TH45012 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"ยืนยันตัวตน e-KYC ด่วนผ่าน tinyurl.com/ekyc103712 ไม่เช่นนั้นจะใช้งานแอปไม่ได้",phishing
"เรียนลูกค้า ออมสิน กรุณาอัปเดตข้อมูล KYC ผ่านลิงก์ s.id/kyc104261 เพื่อหลีกเลี่ยงการระงับบริการ",phishing
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน bit.ly/pin100007 ภายในวันนี้",phishing
"ร้านของเราจัดดีลพิเศษสำหรับ สมาชิกฟิตเนส สมัครวันนี้รับส่วนลดทันที",spam
"Flash Sale ทองคำ 1 บาท จำนวนจำกัด รีบสั่งก่อนหมด",spam
"ยืนยันตัวตน e-KYC ด่วนผ่าน s.id/ekyc102776 ไม่เช่นนั้นจะใช้งานแอปไม่ได้",phishing
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน cutt.ly/pin102157 ภายในวันนี้",phishing
"ลงทุนวันนี้ รับผลตอบแทน 90% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ cutt.ly/secure104043 ก่อนถูกระงับ",phishing
"บัญชี KBank ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน shorturl.at/auth100553 ภายใน 4 ชม.",phishing
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 499 บาท",scam
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 49 บาท",scam
"ยืนยันการชำระเงินสำเร็จ ยอด 500 บาท เมื่อ 10/06/2026",legitimate
"คำสั่งซื้อเลขที่ TH55021 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"สมาชิกใหม่รับเครดิตฟรี 800 บาท เพียงลงทะเบียนและยืนยันเบอร์",spam
"แจ้งเตือนจาก ttb: หากไม่ยืนยันข้อมูลส่วนตัวใน 15 นาที บัญชีจะถูกล็อก bit.ly/k102805",phishing
"ยืนยันตัวตน e-KYC ด่วนผ่าน tinyurl.com/ekyc100740 ไม่เช่นนั้นจะใช้งานแอปไม่ได้",phishing
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 199 บาท",scam
"ร้านของเราจัดดีลพิเศษสำหรับ แพ็กเกจมือถือ สมัครวันนี้รับส่วนลดทันที",spam
"ใบเสร็จค่าบริการ แพ็กเกจมือถือ ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"อนุมัติสินเชื่อด่วนวงเงิน 120,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ shorturl.at/secure102261 ก่อนถูกระงับ",phishing
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน rebrand.ly/pin101072 ภายในวันนี้",phishing
"คำสั่งซื้อเลขที่ TH55021 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"ระบบตรวจพบธุรกรรมเสี่ยง โปรดยืนยันรหัสผ่านที่ shorturl.at/secure103697 ก่อนถูกระงับ",phishing
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 300 บาท",spam
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 09:00 น. ห้องประชุม C",legitimate
"คำสั่งซื้อเลขที่ TH20488 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"Flash Sale iPhone 16 จำนวนจำกัด รีบสั่งก่อนหมด",spam
"แจ้งเตือนจาก ttb: หากไม่ยืนยันข้อมูลส่วนตัวใน 20 นาที บัญชีจะถูกล็อก s.id/k101773",phishing
"แจ้งเตือนต่ออายุแพ็กเกจ แพ็กเกจมือถือ ภายใน 7 วัน",legitimate
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 1200 บาท",spam
"ยืนยันการชำระเงินสำเร็จ ยอด 1500 บาท เมื่อ 12/05/2026",legitimate
"เรียนลูกค้า ttb กรุณาอัปเดตข้อมูล KYC ผ่านลิงก์ cutt.ly/kyc100451 เพื่อหลีกเลี่ยงการระงับบริการ",phishing
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 10:30 น. ห้องประชุม C",legitimate
"Flash Sale คูปองส่วนลด จำนวนจำกัด รีบสั่งก่อนหมด",spam
"แจ้งเตือนประชุมทีมวันพรุ่งนี้ เวลา 15:30 น. ห้องประชุม D",legitimate
"งานเสริมออนไลน์ รายได้วันละ 300 บาท โอนค่าสมัคร 99 บาท เริ่มงานทันที",scam
"พัสดุจาก ไปรษณีย์ไทย ตกค้าง ชำระค่าธรรมเนียม 19 บาทที่ bit.ly/pay101339",scam
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน shorturl.at/pin100872 ภายในวันนี้",phishing
"ลงทุนวันนี้ รับผลตอบแทน 70% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"แคมเปญเดือนนี้ ซื้อ 1 แถม 1 เฉพาะลูกค้าใหม่เท่านั้น",spam
"อนุมัติสินเชื่อด่วนวงเงิน 120,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"คุณได้รับสิทธิ์เงินช่วยเหลือ 80,000 บาท กรุณาโอนค่าดำเนินการ 49 บาทก่อน",scam
"พัสดุจาก Kerry ตกค้าง ชำระค่าธรรมเนียม 199 บาทที่ s.id/pay100558",scam
"คำสั่งซื้อเลขที่ TH20488 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"คำสั่งซื้อเลขที่ TH30977 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"พัสดุจาก ไปรษณีย์ไทย ตกค้าง ชำระค่าธรรมเนียม 99 บาทที่ cutt.ly/pay100483",scam
"ยืนยันตัวตน e-KYC ด่วนผ่าน s.id/ekyc101063 ไม่เช่นนั้นจะใช้งานแอปไม่ได้",phishing
"แจ้งเตือนจาก Krungthai: หากไม่ยืนยันข้อมูลส่วนตัวใน 15 นาที บัญชีจะถูกล็อก tinyurl.com/k104773",phishing
"โปรโมชันแรง โบนัสเงินสด ลดสูงสุด 70% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"พัสดุจาก J&T ตกค้าง ชำระค่าธรรมเนียม 19 บาทที่ rebrand.ly/pay103391",scam
"คุณได้รับสิทธิ์เงินช่วยเหลือ 200,000 บาท กรุณาโอนค่าดำเนินการ 299 บาทก่อน",scam
"บัญชี กรุงเทพ ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน rebrand.ly/auth103989 ภายใน 24 ชม.",phishing
"รับงานพิมพ์ที่บ้าน จ่ายค่าระบบ 299 บาท แล้วเริ่มงานได้ทันที",scam
"คอร์สออนไลน์ใหม่ ลดราคา 40% สำหรับ 100 คนแรก",spam
"ลงทุนวันนี้ รับผลตอบแทน 90% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"เรียนลูกค้า ttb กรุณาอัปเดตข้อมูล KYC ผ่านลิงก์ tinyurl.com/kyc104084 เพื่อหลีกเลี่ยงการระงับบริการ",phishing
"บัญชี กรุงศรี ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน s.id/auth101190 ภายใน 24 ชม.",phishing
"สมาชิกใหม่รับเครดิตฟรี 800 บาท เพียงลงทะเบียนและยืนยันเบอร์",spam
"แจ้งเตือนจาก กรุงเทพ: หากไม่ยืนยันข้อมูลส่วนตัวใน 45 นาที บัญชีจะถูกล็อก rebrand.ly/k103206",phishing
"เรียนลูกค้า KBank กรุณาอัปเดตข้อมูล KYC ผ่านลิงก์ tinyurl.com/kyc103405 เพื่อหลีกเลี่ยงการระงับบริการ",phishing
"ลงทุนวันนี้ รับผลตอบแทน 50% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"คำสั่งซื้อเลขที่ TH45012 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"คำสั่งซื้อเลขที่ TH10231 จัดส่งสำเร็จแล้ว ขอบคุณที่ใช้บริการ",legitimate
"อนุมัติสินเชื่อด่วนวงเงิน 50,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"แจ้งเตือนจาก Krungthai: หากไม่ยืนยันข้อมูลส่วนตัวใน 30 นาที บัญชีจะถูกล็อก bit.ly/k102391",phishing
"ยืนยันการชำระเงินสำเร็จ ยอด 1500 บาท เมื่อ 12/05/2026",legitimate
"โปรโมชันแรง คูปองส่วนลด ลดสูงสุด 20% วันนี้วันสุดท้าย คลิกดูรายละเอียด",spam
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 499 บาท",scam
"บัญชี ออมสิน ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน cutt.ly/auth102255 ภายใน 12 ชม.",phishing
"นัดหมายตรวจสุขภาพประจำปี วันที่ 12/05/2026 เวลา 10:30 น.",legitimate
"แจ้งเตือนจาก Krungthai: หากไม่ยืนยันข้อมูลส่วนตัวใน 15 นาที บัญชีจะถูกล็อก tinyurl.com/k102281",phishing
"พบการเข้าสู่ระบบผิดปกติใน พอร์ทัลลูกค้า โปรดกรอก OTP ที่ s.id/verify101133 ทันที",phishing
"แจ้งเตือนจาก Krungthai: หากไม่ยืนยันข้อมูลส่วนตัวใน 30 นาที บัญชีจะถูกล็อก bit.ly/k102961",phishing
"อนุมัติสินเชื่อด่วนวงเงิน 120,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"พบการเข้าสู่ระบบผิดปกติใน Mobile Banking โปรดกรอก OTP ที่ cutt.ly/verify100251 ทันที",phishing
"ร้านของเราจัดดีลพิเศษสำหรับ ค่าน้ำไฟ สมัครวันนี้รับส่วนลดทันที",spam
"บัญชี กรุงเทพ ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน s.id/auth104250 ภายใน 2 ชม.",phishing
"รับงานพิมพ์ที่บ้าน จ่ายค่าระบบ 99 บาท แล้วเริ่มงานได้ทันที",scam
"รับงานพิมพ์ที่บ้าน จ่ายค่าระบบ 299 บาท แล้วเริ่มงานได้ทันที",scam
"นัดหมายตรวจสุขภาพประจำปี วันที่ 18/05/2026 เวลา 09:00 น.",legitimate
"เรียนลูกค้า กรุงเทพ กรุณาอัปเดตข้อมูล KYC ผ่านลิงก์ s.id/kyc104561 เพื่อหลีกเลี่ยงการระงับบริการ",phishing
"ใบเสร็จค่าบริการ บัตรเครดิต ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
